1.800000000000000000e+02,-1.500000000000000000e+02,-3.999998500000000234e+01
2.200000000000000000e+02,-8.000000000000000000e+01,-4.000000000000000000e+01
2.300000000000000000e+02,0.000000000000000000e+00,-4.000000000000000000e+01
2.850000309999999786e+02,0.000000000000000000e+00,-4.000000000000000000e+01
2.600000309999999786e+02,-1.000000079999999940e+02,-4.000002299999999877e+01
2.199999850000000094e+02,-1.799999850000000094e+02,-3.999998899999999935e+01
2.500000000000000000e+02,-1.900000149999999906e+02,-4.000001100000000065e+01
2.900000309999999786e+02,-1.100000000000000000e+02,-4.000001499999999766e+01
3.050000309999999786e+02,0.000000000000000000e+00,-4.000000800000000112e+01
2.300000000000000000e+02,0.000000000000000000e+00,-3.000000800000000112e+01
2.199999850000000094e+02,-8.000000000000000000e+01,-3.000000000000000000e+01
1.800000149999999906e+02,-1.500000000000000000e+02,-3.000000000000000000e+01
2.200000149999999906e+02,-1.800000000000000000e+02,-2.999997700000000123e+01
2.600000309999999786e+02,-1.000000150000000048e+02,-3.000000800000000112e+01
2.850000309999999786e+02,0.000000000000000000e+00,-3.000000800000000112e+01
3.050000000000000000e+02,0.000000000000000000e+00,-3.000000000000000000e+01
2.900000309999999786e+02,-1.100000000000000000e+02,-2.999999199999999888e+01
2.500000310000000070e+02,-1.900000310000000070e+02,-3.000001500000000121e+01
2.200000000000000000e+02,-8.000000000000000000e+01,-1.999998499999999879e+01
2.850000309999999786e+02,0.000000000000000000e+00,-2.000000800000000112e+01
2.600000309999999786e+02,-1.000000150000000048e+02,-2.000000800000000112e+01
2.200000310000000070e+02,-1.800000149999999906e+02,-1.999999199999999888e+01
2.500000310000000070e+02,-1.900000310000000070e+02,-2.000000400000000056e+01
2.900000309999999786e+02,-1.100000079999999940e+02,-2.000001500000000121e+01
3.050000309999999786e+02,0.000000000000000000e+00,-2.000001100000000065e+01
2.300000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+00
2.200000000000000000e+02,-8.000000000000000000e+01,0.000000000000000000e+00
2.600000309999999786e+02,-1.000000150000000048e+02,-7.999999999999999638e-06
2.850000309999999786e+02,0.000000000000000000e+00,-7.999999999999999638e-06
3.050000309999999786e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.900000309999999786e+02,-1.100000079999999940e+02,-7.999999999999999638e-06
2.500000000000000000e+02,-1.900000149999999906e+02,0.000000000000000000e+00
2.300000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+01
2.850000309999999786e+02,0.000000000000000000e+00,2.000000000000000000e+01
2.600000309999999786e+02,-1.000000150000000048e+02,1.999999199999999888e+01
2.500000310000000070e+02,-1.900000310000000070e+02,2.000000000000000000e+01
2.900000309999999786e+02,-1.100000079999999940e+02,1.999998899999999935e+01
3.050000309999999786e+02,0.000000000000000000e+00,1.999999199999999888e+01
2.300000149999999906e+02,0.000000000000000000e+00,3.999997700000000123e+01
2.600000309999999786e+02,-1.000000150000000048e+02,3.999999199999999888e+01
2.850000000000000000e+02,0.000000000000000000e+00,4.000001100000000065e+01
3.050000309999999786e+02,0.000000000000000000e+00,4.000000000000000000e+01
2.900000309999999786e+02,-1.100000079999999940e+02,3.999999600000000299e+01
