1.763519329804030917e+02,-1.542552510782048785e+02,-4.036698861650194203e+01
2.239548274431728316e+02,-8.035805915902220420e+01,-4.047051358208716465e+01
2.274368700295156032e+02,5.046566251386398250e+00,-4.540681131752853616e+01
2.841869062743070344e+02,2.076327992902336383e+00,-3.930714048482707312e+01
2.651667288046972999e+02,-1.008073402251966399e+02,-3.848500505847096065e+01
2.177349099661870184e+02,-1.813633379889693629e+02,-3.916735833295791736e+01
2.450919901949114887e+02,-1.888604050712837079e+02,-3.989490740923446310e+01
2.906393594021799345e+02,-1.110815023736664671e+02,-3.982811963063278426e+01
3.027207561967784386e+02,3.477914084516908755e-01,-3.852959937838795668e+01
2.304368357746184017e+02,4.351003279508089072e+00,-3.174997160242816108e+01
2.254372231195090990e+02,-8.077001982063138996e+01,-2.900526445680952747e+01
1.775255557790234775e+02,-1.549074475326649463e+02,-3.042116415009928687e+01
2.175759984711877735e+02,-1.821580776099332866e+02,-2.988332579215028773e+01
2.647515817991287008e+02,-1.009493955093086441e+02,-2.840720484603087925e+01
2.853590805413751923e+02,9.310306202851282853e-01,-3.013368880670390126e+01
3.023927881534417565e+02,-1.874095744375157135e-01,-3.000411122336032577e+01
2.908339645950601380e+02,-1.103717075319876244e+02,-2.980111182381818935e+01
2.455978605189791324e+02,-1.888587030690978565e+02,-3.066623336805395184e+01
2.264458203683483077e+02,-7.989106402161799281e+01,-1.750081179715397184e+01
2.843613836061172151e+02,3.985704464102168831e-01,-2.000741936498735640e+01
2.646013265180940266e+02,-1.010396848014319460e+02,-2.066910656901876564e+01
2.187316861761771349e+02,-1.811835464716251920e+02,-1.993623055787412568e+01
2.463406142275183583e+02,-1.886294140179830094e+02,-2.145727776433363942e+01
2.917182822248167895e+02,-1.108847384981995106e+02,-2.060382145915730234e+01
3.029773643427485013e+02,-6.751694616232388757e-01,-1.846423292987554987e+01
2.301036562841765374e+02,2.524580317023813247e+00,5.360837398911314722e+00
2.258381681037166970e+02,-7.958954539587236354e+01,2.636205444139761767e+00
2.648890418523031940e+02,-1.006817214962689064e+02,9.386075325979277295e-01
2.851984817621166712e+02,-5.723037481984498687e-01,9.694778104460510804e-03
3.028974363272165533e+02,-2.111302700202921656e+00,8.403967289217462167e-02
2.918402443802714288e+02,-1.090680891904678873e+02,2.449116531724371271e-01
2.474634614230799627e+02,-1.862237807649769081e+02,-6.918090832542702628e-01
2.279103616576127820e+02,1.488728293334502295e+00,2.022190142191465156e+01
2.842702660211391503e+02,-1.913721678983068886e+00,2.017357649061449365e+01
2.655102998537452095e+02,-9.934589033137397962e+01,2.174590850849915569e+01
2.485624291435646853e+02,-1.851727531857603708e+02,1.853070768348857200e+01
2.914915260413307578e+02,-1.084491328193772119e+02,1.881524603233276594e+01
3.017945403672663360e+02,-3.365163567254535693e+00,1.948986763215981455e+01
2.277752168670880053e+02,1.050089276589445397e-01,4.186499534470868866e+01
2.628859643542685944e+02,-9.860257059370375998e+01,4.050535553001913058e+01
2.827586246777647148e+02,-3.094283056337848947e+00,3.884080607827206677e+01
3.004177838530513327e+02,-4.456354097883228782e+00,3.814587469152360200e+01
2.900215440695917550e+02,-1.073914148014494145e+02,3.825127058551925074e+01
